,SPXdaily
1928-10-04,0.0032979534415236204
1928-10-05,-0.001883286853319406
1928-10-08,-0.005197176829340204
1928-10-09,0.003310430942117979
1928-10-10,0.010800762428331126
1928-10-11,0.0046598406780472635
1928-10-15,0.006487511168860005
1928-10-16,0.0032279945767193065
1928-10-17,0.0032177458239206914
1928-10-18,0.002291956027565593
1928-10-19,0.0054794202272839465
1928-10-22,-0.006854036740978808
1928-10-23,0.00639865071625658
1928-10-24,0.0018206194874038027
1928-10-25,-0.0036446509592945745
1928-10-26,-0.011937699158876424
1928-10-29,0.016036998909817104
1928-10-30,-0.010969031370573933
1928-10-31,-0.0036832454162965163
1928-11-01,0.014197627995224301
1928-11-02,-0.001820619487403807
1928-11-05,0.01312528430311557
1928-11-07,0.0
1928-11-08,0.006721916565484901
1928-11-09,0.007120635654921901
1928-11-12,0.012778363185021032
1928-11-13,0.003060111677594622
1928-11-14,0.0
1928-11-15,0.005224260788812722
1928-11-16,0.014655434086450354
1928-11-19,0.0
1928-11-20,0.008521525607372514
1928-11-21,-0.014960783744617357
1928-11-22,0.012837189827003614
1928-11-23,0.007623967304751305
1928-11-26,0.004210448325443897
1928-11-27,0.004611242809611923
1928-11-28,0.011642584491097986
1928-11-30,0.003713641416126587
1928-12-03,-0.017868790043107763
1928-12-04,0.0025125641358831386
1928-12-05,-0.004191162970622769
1928-12-06,-0.03853212203420642
1928-12-07,-0.02429980345578756
1928-12-10,-0.0022387293881257087
1928-12-11,0.019090524700899125
1928-12-12,-0.009721685050900262
1928-12-13,-0.001777778245999272
1928-12-14,0.0022217738039258085
1928-12-17,-0.004002673611641715
1928-12-18,0.011519843322445147
1928-12-19,0.012259303880390064
1928-12-20,0.003908799765052639
1928-12-21,0.011207013847676186
1928-12-24,0.008961058279674743
1928-12-26,-0.004257136942086409
1928-12-27,0.00849614286578518
1928-12-28,0.014279999362656207
1928-12-31,0.01531169992923059
1929-01-02,0.018714907868781962
1929-01-03,0.0020133689104450186
1929-01-04,-0.00040237376518791296
1929-01-07,-0.024441135159145578
1929-01-08,-0.003304422668100481
1929-01-09,0.015192285317169025
1929-01-10,0.0016286241053278766
1929-01-11,-0.0016286241053278428
1929-01-14,0.0020353761955403606
1929-01-15,-0.014748321399666822
1929-01-16,0.013527527733894129
1929-01-17,0.005279281296986421
1929-01-18,0.003234899641953243
1929-01-21,0.003626882806557473
1929-01-22,0.008411785862376227
1929-01-23,0.005965378715500233
1929-01-24,-0.006364381322010543
1929-01-25,0.016620921140270875
1929-01-28,-0.005115100666770377
1929-01-29,0.00039443896400878864
1929-01-30,0.0035426132880608165
1929-01-31,0.011330419878718719
1929-02-01,0.003877476746420623
1929-02-04,-0.007770085863492661
1929-02-05,0.0023374377607707124
1929-02-06,-0.008204812423655228
1929-02-07,-0.031078238856951736
1929-02-08,-0.010986804311148323
1929-02-11,0.021854329477507737
1929-02-13,-0.00120164241974444
1929-02-14,-0.004016109735049357
1929-02-15,-0.020325903014038957
1929-02-18,0.0016413216988191135
1929-02-19,-0.00041008819152055795
1929-02-20,0.008576773192203683
1929-02-21,0.01092027007972443
1929-02-25,0.0020092029662633656
1929-02-26,0.0016045330035980394
1929-02-27,0.011952293443681546
1929-02-28,0.013375494450328622
1929-03-01,0.009334956936051561
1929-03-04,-0.01325038871972509
1929-03-05,-0.006691621112048582
1929-03-06,-0.015923903356723022
1929-03-07,0.009187202626495613
1929-03-08,0.0063416385012087665
1929-03-11,-0.014325672769269672
1929-03-12,0.000801201965936253
1929-03-13,0.010754973429389001
1929-03-14,0.019227588620640505
1929-03-15,0.0135111107647993
1929-03-18,-0.0015348813156266354
1929-03-19,-0.00038409831914134696
1929-03-20,-0.0003842843393249311
1929-03-21,-0.004622504378867133
1929-03-22,-0.013605691194722613
1929-03-25,-0.041556079970748186
1929-03-26,-0.006549348011422362
1929-03-27,0.029937510849732108
1929-03-28,0.017384910044665025
1929-04-01,-0.02579004274494414
1929-04-02,0.011588581469172615
1929-04-03,-0.01239268283939884
1929-04-04,0.017544229899956392
1929-04-05,-0.009930568597068725
1929-04-08,-0.008821188090638187
1929-04-09,-0.008087427988522558
1929-04-10,0.0060717450245680905
1929-04-11,0.011235993007571016
1929-04-12,0.0035849869820565356
1929-04-15,-0.005982071677547429
1929-04-16,0.0023970846954908275
1929-04-17,0.010321687712283744
1929-04-18,0.004334982158052755
1929-04-19,-0.0007867821019555369
1929-04-22,0.011348233479606439
1929-04-23,0.00581957014275909
1929-04-24,-0.003875973844693072
1929-04-25,-0.004671125750543284
1929-04-26,-0.001952705208505304
1929-04-29,-0.0019565257277005645
1929-04-30,0.015931947015802247
1929-05-01,0.0019256312146006152
1929-05-02,0.004606572357140054
1929-05-03,0.009908617276536497
1929-05-06,-0.0018979318299590586
1929-05-07,-0.009543878511706131
1929-05-08,0.004210532536343458
1929-05-09,-0.006130287397394663
1929-05-10,0.012223223230775722
1929-05-13,-0.026935103264226514
1929-05-14,0.012018055096633935
1929-05-15,-0.004247969233141307
1929-05-16,0.005018308254286817
1929-05-17,0.004610111979949144
1929-05-20,-0.027196742817635695
1929-05-21,0.012135674480677884
1929-05-22,-0.03726158299528384
1929-05-23,0.021970087230561437
1929-05-24,-0.007535153638042664
1929-05-27,-0.03731170692396034
1929-05-28,0.015987181743147248
1929-05-29,0.0012193051455896694
1929-05-31,0.008493438146384464
1929-06-03,0.017565321880027702
1929-06-04,0.014535671650805685
1929-06-05,-0.0019519428792109936
1929-06-06,0.001951942879211071
1929-06-07,-0.004299322627912374
1929-06-10,-0.010236349022893146
1929-06-11,0.006311658033925445
1929-06-12,0.0007862028552336076
1929-06-13,0.0152078966251392
1929-06-14,0.0034769206361718458
1929-06-17,0.018342126758467775
1929-06-18,0.00037857278513849044
1929-06-19,-0.003792192637062917
1929-06-20,0.005682872003275552
1929-06-21,0.005650872072313005
1929-06-24,0.0
1929-06-25,0.010463436075088439
1929-06-26,0.0059302991799329565
1929-06-27,0.0018461146096047602
1929-06-28,0.011005209917363186
1929-07-01,0.013048391004013664
1929-07-02,0.01038873771768736
1929-07-03,0.0042674674341384965
1929-07-05,0.00495576235498485
1929-07-08,0.0017640152437422474
1929-07-09,-0.0031774076802109667
1929-07-10,-0.0028328629839901097
1929-07-11,0.002125363851321147
1929-07-12,0.010909838986300357
1929-07-15,-0.004209020520957544
1929-07-16,0.007005247439024293
1929-07-17,0.0024402662003329217
1929-07-18,-0.002091286961055554
1929-07-19,0.003483110452820178
1929-07-22,-0.011540607189937619
1929-07-23,0.013971585987402444
1929-07-24,-0.0066122044740676055
1929-07-25,0.004528870387213357
1929-07-26,-0.0038307551634307476
1929-07-29,-0.0168899159294916
1929-07-30,0.011291580804070741
1929-07-31,0.013245192123981245
1929-08-01,0.006901373266732505
1929-08-02,0.016371409585182514
1929-08-05,-0.0006767512948644528
1929-08-06,-0.003730748710255345
1929-08-07,-0.010246025602909268
1929-08-08,0.011604226174317629
1929-08-09,-0.037688126320975464
1929-08-12,0.030878464207980183
1929-08-13,0.008843628915903548
1929-08-14,0.0030431129809265385
1929-08-15,0.0016865917021060353
1929-08-16,0.01836748945119401
1929-08-19,0.009222759859441357
1929-08-20,0.0058842928856895575
1929-08-21,-0.004246323614675814
1929-08-22,0.007825341530106264
1929-08-23,0.009696229656176555
1929-08-26,-0.0006435006657064149
1929-08-27,-0.0006439472315879887
1929-08-28,-0.0019342043737112272
1929-08-29,0.009634017840225832
1929-08-30,0.013333467374579648
1929-09-03,0.0034629658951785152
1929-09-04,-0.0031476576688452395
1929-09-05,-0.022315207492402844
1929-09-06,0.02577708354560867
1929-09-09,-0.005039380743452908
1929-09-10,-0.018162041365359937
1929-09-11,0.013731686087606622
1929-09-12,-0.011483411493549322
1929-09-13,0.0067146216582088785
1929-09-16,0.01518062043176689
1929-09-17,-0.008194215276355062
1929-09-18,0.0025284463533586906
1929-09-19,0.0015770386488791381
1929-09-20,-0.010773266598521973
1929-09-23,-0.0003186235591277294
1929-09-24,-0.018656057925458828
1929-09-25,0.0016220928394009896
1929-09-26,0.009035201978765858
1929-09-27,-0.02801482929653539
1929-09-30,-0.003640579893871884
1929-10-01,-0.005986050465303703
1929-10-02,0.007311464818954511
1929-10-03,-0.04227171893208823
1929-10-04,-0.01041679540056953
1929-10-07,0.0606041226842472
1929-10-08,-0.0032905919246094526
1929-10-09,-0.0023098508867589267
1929-10-10,0.017682157117954404
1929-10-11,-0.0016241355141383394
1929-10-14,-0.006850491753063752
1929-10-15,-0.008216973372357002
1929-10-16,-0.035610044630444836
1929-10-17,0.015272687575464374
1929-10-18,-0.029047010040293687
1929-10-21,-0.03924845278906164
1929-10-22,0.01928631207781226
1929-10-23,-0.06088995591784549
1929-10-24,-0.03247658867790831
1929-10-25,0.014266715583323637
1929-10-28,-0.13857585437067887
1929-10-29,-0.10712107949285922
1929-10-30,0.1180549299455595
1929-10-31,0.049225041323491474
1929-11-04,-0.054021257293279105
1929-11-06,-0.10448667938280018
1929-11-07,0.03621167270312448
1929-11-08,-0.008930775952366535
1929-11-11,-0.06434963120376781
1929-11-12,-0.05858119251349536
1929-11-13,-0.05882432128018317
1929-11-14,0.08568925006174642
1929-11-15,0.05362939154909628
1929-11-18,-0.010398657959813658
1929-11-19,0.02991156975365785
1929-11-20,0.027163880631644925
1929-11-21,0.01585858758152059
1929-11-22,-0.003708858970577402
1929-11-25,-0.011679646357165256
1929-11-26,-0.02956824777443115
1929-11-27,0.012506175505229764
1929-12-02,0.0014330549041203665
1929-12-03,0.03286676034765638
1929-12-04,0.018307102092881274
1929-12-05,-0.008196676127967619
1929-12-06,0.02617477831827971
1929-12-09,-0.0022296998706980175
1929-12-10,0.007560631968450296
1929-12-11,-0.008453932628418606
1929-12-12,-0.055582573054251905
1929-12-13,0.024727221482588282
1929-12-16,-0.017197774146103052
1929-12-17,0.010725167175347109
1929-12-18,-0.006514634639003314
1929-12-19,-0.026971116774792272
1929-12-20,-0.033653505041642676
1929-12-23,0.0049480556173694375
1929-12-24,0.00639603672217623
1929-12-26,0.021829681342452327
1929-12-27,-0.0009601536983433704
1929-12-30,0.0033564645118561534
1929-12-31,0.026454164295392428
1930-01-02,-0.012667351820811188
1930-01-03,0.002357935541904388
1930-01-06,0.012637659418452392
1930-01-07,-0.008876535949418073
1930-01-08,-0.000938873308403401
1930-01-09,0.015381332588734347
1930-01-10,-0.0032430883184866397
1930-01-13,-0.0013930348524597183
1930-01-14,0.001856964365022512
1930-01-15,0.004165754789892557
1930-01-16,-0.006952519314881641
1930-01-17,-0.008876535949418073
1930-01-20,0.008876535949418122
1930-01-21,0.0051032816600491155
1930-01-22,0.0009249769392149819
1930-01-23,0.00966195714382305
1930-01-24,0.009115878780059167
1930-01-27,0.007683563224807934
1930-01-28,-0.004964984357864208
1930-01-29,0.011248712535870667
1930-01-30,0.005354720633876062
1930-01-31,0.014140845443032141
1930-02-03,-0.0021963988140962843
1930-02-04,0.01180341572488464
1930-02-05,0.01295350610034742
1930-02-06,-0.010782938671844336
1930-02-07,-0.003910498309817362
1930-02-10,0.006509113890810484
1930-02-11,0.008613274425520718
1930-02-13,0.0017138392859528827
1930-02-14,-0.00042821665333818166
1930-02-17,-0.003861837024387981
1930-02-18,0.0008595187280441534
1930-02-19,-0.009061593632900294
1930-02-20,-0.0188148630202924
1930-02-21,0.012291682681168994
1930-02-24,-0.010526412986987617
1930-02-25,0.009216611417723475
1930-02-26,0.009565377280324947
1930-02-27,-0.0012990259177007707
1930-02-28,0.008628224178663832
1930-03-03,0.0034305349496819345
1930-03-04,0.007675943544768713
1930-03-05,-0.007675943544768806
1930-03-06,0.009797692651339134
1930-03-07,0.0
1930-03-10,0.003385530106309021
1930-03-11,0.00211010844511515
1930-03-12,-0.01102173137142531
1930-03-13,0.0059499114319819905
1930-03-14,-0.006376174495353707
1930-03-17,0.00933788598968201
1930-03-18,0.009670035411572193
1930-03-19,0.005424632425560115
1930-03-20,0.004567082881338773
1930-03-21,0.006194609938921823
1930-03-24,-0.00041177680582761355
1930-03-25,-0.001236389993965821
1930-03-26,0.015142543990198666
1930-03-27,-0.00203297484060304
1930-03-28,0.011331566009550018
1930-03-31,-0.028573372444056114
1930-04-01,0.04928303292924183
1930-04-02,-0.010301200033559632
1930-04-03,0.0019892188379759873
1930-04-04,0.014990457926420403
1930-04-07,0.0023464617268566597
1930-04-08,-0.005483797633554858
1930-04-09,0.015975481000787464
1930-04-10,0.0019308366313244558
1930-04-11,-0.0030911925696729694
1930-04-14,-0.004266052620748237
1930-04-15,0.00038857587432762874
1930-04-16,-0.007017611782277864
1930-04-17,0.007406036724042515
1930-04-21,-0.018025526886551485
1930-04-22,0.008269351941186765
1930-04-23,0.001958825346388978
1930-04-24,-0.007858547473577157
1930-04-25,-0.001184132761216805
1930-04-28,-0.022365149459580052
1930-04-29,-0.001212366283070564
1930-04-30,0.006850721937337012
1930-05-01,-0.024391494276423363
1930-05-02,-0.03050159224619876
1930-05-05,-0.025350444527430096
1930-05-06,0.03337922207383461
1930-05-07,-0.019121084346822248
1930-05-08,0.0038536122160337236
1930-05-09,0.012317038018941273
1930-05-12,0.016743756244183162
1930-05-13,0.013605652055778678
1930-05-14,0.006123717850528984
1930-05-15,-0.016413991817696007
1930-05-16,0.004540812662066447
1930-05-19,-0.022070476896807818
1930-05-20,0.004620928100267343
1930-05-21,-0.005042069399395667
1930-05-22,0.0021039771678118087
1930-05-23,0.010037725013691321
1930-05-26,0.008288443465409374
1930-05-27,0.00041262637267935583
1930-05-28,0.005758921834783803
1930-05-29,0.004501787928178814
1930-06-02,-0.003681738664920226
1930-06-03,-0.009057287112509568
1930-06-04,0.004538938996639127
1930-06-05,-0.015768002713052332
1930-06-06,-0.01644565843980727
1930-06-09,-0.04968346482940043
1930-06-10,0.027761245846248728
1930-06-11,-0.03583657012399676
1930-06-12,-0.0031582250478487373
1930-06-13,0.005857236971969831
1930-06-16,-0.07944395389856787
1930-06-17,0.0009723384570725381
1930-06-18,-0.03561202143641089
1930-06-19,0.04576444100047585
1930-06-20,-0.026317356417420404
1930-06-23,-0.007932614725705127
1930-06-24,-0.03546476114525977
1930-06-25,0.007706280110124838
1930-06-26,0.023268575762282934
1930-06-27,-0.009545463323088468
1930-06-30,0.032284901416721225
1930-07-01,-0.010810867228359201
1930-07-02,0.010810867228359156
1930-07-03,-0.010316918095075785
1930-07-07,-0.020958851020843636
1930-07-08,0.007035154820905371
1930-07-09,0.014417401467927464
1930-07-10,0.02486113906748353
1930-07-11,-0.010648745607578945
1930-07-14,0.038659168628030434
1930-07-15,-0.0018744616108286411
1930-07-16,0.007476670343020137
1930-07-17,0.00464469018932463
1930-07-18,0.008765915416467596
1930-07-21,-0.03887162204857452
1930-07-22,0.017984346099762426
1930-07-23,0.015821642275200658
1930-07-24,-0.013011382748631114
1930-07-25,0.0055970763094036835
1930-07-28,0.01477404527130769
1930-07-29,-0.007821525956425993
1930-07-30,-0.02668073077533724
1930-07-31,0.006147997755856672
1930-08-01,-0.0047258121978757135
1930-08-04,0.01923582606244124
1930-08-05,0.0
1930-08-06,-0.01592539512032329
1930-08-07,-0.00568188095081282
1930-08-08,-0.038233498758538965
1930-08-11,0.006392940386262092
1930-08-12,-0.02582074992355474
1930-08-13,0.013490137466075965
1930-08-14,0.0004961548104759053
1930-08-15,0.026433305377333082
1930-08-18,-0.007759495394598291
1930-08-19,0.009689949615478536
1930-08-20,0.005289745443429405
1930-08-21,-0.010123056081062112
1930-08-22,0.007241257806220053
1930-08-25,-0.005305100329740173
1930-08-26,0.01440255332792267
1930-08-27,0.0075973301702495335
1930-08-28,-0.00047314883651314337
1930-08-29,0.011294331823739272
1930-09-02,0.0004677426985865576
1930-09-03,-0.009870773677439517
1930-09-04,-0.007110719697968792
1930-09-05,0.015108880424802216
1930-09-08,0.013497947859274025
1930-09-09,0.00599222825486062
1930-09-10,0.004585106506303638
1930-09-11,-0.006425079468827643
1930-09-12,-0.010180513891600925
1930-09-15,-0.014523515661338877
1930-09-16,0.0014146665882043628
1930-09-17,0.003293439815313051
1930-09-18,-0.010862066653348082
1930-09-19,-0.01820840958221916
1930-09-22,-0.024970697674107888
1930-09-23,0.013297462293061026
1930-09-24,-0.0162765607481178
1930-09-25,-0.019076933476539736
1930-09-26,-0.015322056645175282
1930-09-29,-0.028715155638097147
1930-09-30,-0.015479306017898962
1930-10-01,0.04367966112982639
1930-10-02,-0.012435393407886759
1930-10-03,0.012435393407886896
1930-10-06,-0.042604338474469684
1930-10-07,0.0005372011659029055
1930-10-08,-0.011885660939672398
1930-10-09,-0.04048237828333475
1930-10-10,0.024596040781826915
1930-10-14,-0.011105111040811612
1930-10-15,0.016062432955182757
1930-10-16,-0.01773893521084816
1930-10-17,-0.04110161975713879
1930-10-20,0.023611808139189595
1930-10-21,-0.03004275712050812
1930-10-22,-0.008836523149469918
1930-10-23,0.01410123289754706
1930-10-24,0.034407122054858456
1930-10-27,0.002252309447293255
1930-10-28,0.004489345110666297
1930-10-29,-0.01750973850757668
1930-10-30,-0.01203792157942041
1930-10-31,-0.02333822309661206
1930-11-03,0.011153505703127096
1930-11-05,-0.030224404363138835
1930-11-06,0.0018033668306807068
1930-11-07,-0.03421225542216094
1930-11-10,-0.034780616064790486
1930-11-11,0.015959483328049272
1930-11-12,0.021923772616381555
1930-11-13,0.025689487686706286
1930-11-14,0.01973158304243734
1930-11-17,-0.024574147131750153
1930-11-18,0.010863112257370931
1930-11-19,0.020790769669073908
1930-11-20,-0.00412365815198676
1930-11-21,0.01523169370315689
1930-11-24,-0.008759296880442857
1930-11-25,-0.0117994882801269
1930-11-26,-0.014345672968473161
1930-11-28,-0.013943966455037182
1930-12-01,0.025317809510541394
1930-12-02,0.009478744516089108
1930-12-03,-0.01724687463878837
1930-12-04,-0.01511059273842052
1930-12-05,0.0006088280248943423
1930-12-08,-0.028396969822255563
1930-12-09,0.0006259781112076208
1930-12-10,-0.01576822326794219
1930-12-11,-0.011509078444943312
1930-12-12,-0.007746972250173726
1930-12-15,-0.03227148667039827
1930-12-16,-0.034040046239991045
1930-12-17,0.04535464281996809
1930-12-18,0.00725357614889158
1930-12-19,0.011107595417248034
1930-12-22,-0.03369991844584199
1930-12-23,0.005361943141385373
1930-12-24,0.013280407667894466
1930-12-26,-0.020660514965516956
1930-12-29,-0.008792751947978428
1930-12-30,0.022835109071017358
1930-12-31,0.018421573567362595
1931-01-02,0.032705704384179475
1931-01-05,0.005034623598667637
1931-01-06,0.012476706218878324
1931-01-07,-0.06664855736107794
1931-01-08,0.07282910874674238
1931-01-09,-0.009907201777078678
1931-01-12,-0.01441579336314141
1931-01-13,-0.01206746940011758
1931-01-14,0.011435956906758617
1931-01-15,-0.023650830733644813
1931-01-16,0.012214873826886262
1931-01-19,-0.012214873826886323
1931-01-20,0.020487272258452115
1931-01-21,0.0
1931-01-22,0.018210864331693062
1931-01-23,0.021545924274861076
1931-01-26,-0.0012187691941295657
1931-01-27,-0.004889985294191681
1931-01-28,-0.018553407895747834
1931-01-29,0.009319731948802448
1931-01-30,0.0012361558670487438
1931-02-02,-0.0018547763631150329
1931-02-03,0.004938281640582577
1931-02-04,0.005526572248841748
1931-02-05,-0.00675891994738974
1931-02-06,0.003077934195962567
1931-02-09,0.04153465017054462
1931-02-10,0.01579447913834719
1931-02-11,0.0028977707064398363
1931-02-13,-0.00580390469016888
1931-02-16,0.00927005479628651
1931-02-17,-0.016865826273898092
1931-02-18,0.008759296880442823
1931-02-19,0.013283417572988988
1931-02-20,0.015936535797537246
1931-02-24,0.025642487078613198
1931-02-25,-0.01106823726091642
1931-02-26,0.011068237260916483
1931-02-27,-0.007734789729738549
1931-03-02,-0.028694007170095903
1931-03-03,-0.0011422045787769408
1931-03-04,-0.009184909577072553
1931-03-05,0.019983593348408935
1931-03-06,-0.021137661566515666
1931-03-09,0.025086834429734882
1931-03-10,-0.0022548488204992413
1931-03-11,-0.011350803235279417
1931-03-12,-0.006872879287762064
1931-03-13,-0.004608303086194107
1931-03-16,0.02564973903227081
1931-03-17,-0.010749749909529108
1931-03-18,0.012998148896306712
1931-03-19,0.011167118034527428
1931-03-20,0.002772333429987399
1931-03-23,-0.016750755053828253
1931-03-24,0.0067339762529309444
1931-03-25,-0.005608427488228508
1931-03-26,-0.013590242372148368
1931-03-27,-0.01899349183888427
1931-03-30,-0.0324799153789973
1931-03-31,0.0017991608511625842
1931-04-01,-0.010238029497027295
1931-04-02,-0.004246230091179399
1931-04-06,0.0030348429048823273
1931-04-07,-0.013422958907081227
1931-04-08,0.013422958907081286
1931-04-09,-0.005469475804535433
1931-04-10,0.0030422293935808194
1931-04-13,0.015672413352361008
1931-04-14,-0.012639289915904687
1931-04-15,-0.02019034630169115
1931-04-16,-0.012437971292216946
1931-04-17,-0.01576822326794219
1931-04-20,0.01451587495147627
1931-04-21,-0.02666824708216141
1931-04-22,-0.020806992505961488
1931-04-23,0.00458866750743111
1931-04-24,0.0
1931-04-27,-0.03527820076864441
1931-04-28,-0.006116227017436094
1931-04-29,-0.02066189206395686
1931-04-30,0.04888957268882401
1931-05-01,-0.029591937316681142
1931-05-04,0.027601886908671137
1931-05-05,-0.008000042667076376
1931-05-06,0.004674465940699397
1931-05-07,-0.004005345808675162
1931-05-08,0.032250244759934744
1931-05-11,-0.01632422798894857
1931-05-12,-0.009923998085987791
1931-05-13,-0.0033300064071873827
1931-05-14,-0.02226061565600092
